$Gene	CT12.0_WT	CT12.0_DeltaCSP-1	CT14.1_WT	CT14.1_DeltaCSP-1	CT16.3_WT	CT16.3_DeltaCSP-1	CT18.4_WT	CT18.4_DeltaCSP-1	CT20.5_WT	CT20.5_DeltaCSP-1	CT22.7_WT	CT22.7_DeltaCSP-1	CT0.8_WT	CT0.8_DeltaCSP-1	CT2.9_WT	CT2.9_DeltaCSP-1	CT5.1_WT	CT5.1_DeltaCSP-1	CT7.2_WT	CT7.2_DeltaCSP-1	CT9.3_WT	CT9.3_DeltaCSP-1	CT11.5_WT	CT11.5_DeltaCSP-1
NCU00469.7	1.4383711467890776	1.3090169943749472	1.848048096156426	0.7580781044003322	2.0	0.28066019966134903	1.848048096156426	0.02185239926619431	1.4383711467890776	0.06030737921409146	0.8954715367323469	0.38433852467434115	0.3843385246743418	0.895471536732346	0.060307379214091905	1.438371146789077	0.02185239926619431	1.8480480961564256	0.2806601996613487	2.0	0.7580781044003317	1.8480480961564263	1.3090169943749468	1.438371146789078
NCU00472.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU00475.7	0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476	
NCU00476.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU00477.7	1.9902680687415704	1.3090169943749472	1.7660444431189783	0.7580781044003322	1.3090169943749481	0.28066019966134903	0.7580781044003333	0.02185239926619431	0.2806601996613497	0.06030737921409146	0.021852399266194644	0.38433852467434115	0.06030737921409135	0.895471536732346	0.3843385246743407	1.438371146789077	0.8954715367323454	1.8480480961564256	1.4383711467890765	2.0	1.8480480961564254	1.8480480961564263	2.0	1.438371146789078
NCU00486.7		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468
NCU00488.7	0.38433852467434215	2.0	0.8954715367323469	1.848048096156426	1.4383711467890776	1.4383711467890776	1.848048096156426	0.8954715367323469	2.0	0.38433852467434215	1.848048096156426	0.060307379214092016	1.4383711467890774	0.02185239926619431	0.8954715367323467	0.28066019966134814	0.3843385246743418	0.7580781044003315	0.06030737921409157	1.3090169943749468	0.02185239926619431	1.7660444431189775	0.2806601996613487	1.9902680687415701
NCU00493.7		1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258
NCU00497.7		1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078
NCU00498.7	1.848048096156426	0.38433852467434215	2.0	0.8954715367323469	1.848048096156426	1.4383711467890776	1.4383711467890776	1.848048096156426	0.8954715367323469	2.0	0.38433852467434215	1.848048096156426	0.060307379214091905	1.4383711467890774	0.02185239926619431	0.8954715367323467	0.28066019966134814	0.3843385246743418	0.7580781044003317	0.06030737921409157	1.3090169943749468	0.02185239926619431	1.7660444431189775	0.2806601996613487
NCU00501.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU00505.7	2.0	1.4383711467890776	1.848048096156426	1.848048096156426	1.4383711467890776	2.0	0.8954715367323469	1.848048096156426	0.38433852467434215	1.4383711467890776	0.060307379214092016	0.8954715367323469	0.02185239926619431	0.3843385246743418	0.28066019966134814	0.060307379214091905	0.7580781044003315	0.02185239926619431	1.3090169943749468	0.2806601996613487	1.7660444431189775	0.7580781044003317	1.9902680687415701	1.3090169943749468
NCU00506.7		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016
NCU00513.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU00518.7		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775
NCU00521.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU00522.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU00526.7		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317
NCU00536.7		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775
NCU00537.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU00541.7		1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258
NCU00549.7	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.38433852467434215	0.38433852467434215	0.060307379214092016	0.060307379214092016	0.02185239926619431	0.02185239926619431	0.28066019966134814	0.28066019966134814	0.7580781044003315	0.7580781044003315	1.3090169943749468	1.3090169943749468	1.7660444431189775	1.7660444431189775	1.9902680687415701	1.9902680687415701
NCU00556.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU00562.7		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016
NCU00567.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU00568.7		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016
NCU00575.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU00578.7		1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258
NCU00579.7		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425
NCU00582.7	1.848048096156426	1.848048096156426	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.38433852467434215	0.38433852467434215	0.060307379214091905	0.060307379214091905	0.02185239926619431	0.02185239926619431	0.28066019966134814	0.28066019966134814	0.7580781044003317	0.7580781044003317	1.3090169943749468	1.3090169943749468	1.7660444431189775	1.7660444431189775
NCU00585.7	1.848048096156426	1.848048096156426	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.38433852467434215	0.38433852467434215	0.060307379214091905	0.060307379214091905	0.02185239926619431	0.02185239926619431	0.28066019966134814	0.28066019966134814	0.7580781044003317	0.7580781044003317	1.3090169943749468	1.3090169943749468	1.7660444431189775	1.7660444431189775
NCU00586.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU00591.7		1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258
NCU00593.7		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476
NCU00595.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU00600.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU00605.7	1.3090169943749472	1.848048096156426	0.7580781044003322	2.0	0.28066019966134903	1.848048096156426	0.02185239926619431	1.4383711467890776	0.06030737921409146	0.8954715367323469	0.38433852467434115	0.38433852467434215	0.895471536732346	0.060307379214091905	1.438371146789077	0.02185239926619431	1.8480480961564256	0.28066019966134814	2.0	0.7580781044003317	1.8480480961564263	1.3090169943749468	1.438371146789078	1.7660444431189775
NCU00622.7		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468
NCU00629.7		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476
NCU00631.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU00632.7		1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258
NCU00633.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU00634.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU00643.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU00665.7		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890774		0.8954715367323467		0.3843385246743418		0.06030737921409157		0.02185239926619431		0.2806601996613487
NCU00668.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU00673.7		1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258
NCU00676.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU00682.7		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317
NCU00687.7		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890774		0.8954715367323467		0.3843385246743418		0.06030737921409157		0.02185239926619431		0.2806601996613487
NCU00689.7		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468
NCU00692.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU00693.7	1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258	
NCU00696.7		1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258
NCU00706.7	0.7580781044003322	1.848048096156426	0.28066019966134903	2.0	0.02185239926619431	1.848048096156426	0.06030737921409146	1.4383711467890776	0.38433852467434115	0.8954715367323469	0.8954715367323458	0.38433852467434215	1.438371146789077	0.060307379214091905	1.8480480961564256	0.02185239926619431	2.0	0.28066019966134814	1.8480480961564263	0.7580781044003317	1.438371146789078	1.3090169943749468	0.8954715367323476	1.7660444431189775
NCU00707.7	0.02185239926619431	1.848048096156426	0.06030737921409146	2.0	0.38433852467434115	1.848048096156426	0.8954715367323458	1.4383711467890776	1.4383711467890765	0.8954715367323469	1.8480480961564254	0.38433852467434215	2.0	0.060307379214091905	1.8480480961564265	0.02185239926619431	1.4383711467890783	0.28066019966134814	0.8954715367323476	0.7580781044003317	0.3843385246743425	1.3090169943749468	0.060307379214092016	1.7660444431189775
NCU00712.7	1.848048096156426	0.8954715367323469	2.0	1.4383711467890776	1.848048096156426	1.848048096156426	1.4383711467890776	2.0	0.8954715367323469	1.848048096156426	0.38433852467434215	1.4383711467890776	0.060307379214091905	0.8954715367323467	0.02185239926619431	0.3843385246743418	0.28066019966134814	0.060307379214091905	0.7580781044003317	0.02185239926619431	1.3090169943749468	0.2806601996613487	1.7660444431189775	0.7580781044003317
NCU00714.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU00716.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU00720.7	1.9902680687415704	0.28066019966134903	1.7660444431189783	0.02185239926619431	1.3090169943749481	0.06030737921409146	0.7580781044003333	0.38433852467434115	0.2806601996613497	0.8954715367323458	0.021852399266194644	1.4383711467890765	0.06030737921409135	1.8480480961564256	0.3843385246743407	2.0	0.8954715367323454	1.8480480961564265	1.4383711467890765	1.438371146789078	1.8480480961564254	0.8954715367323476	2.0	0.3843385246743425
