$Gene	CT12.0_RNA	CT12.0_protein	CT14.1_RNA	CT14.1_protein	CT16.3_RNA	CT16.3_protein	CT18.4_RNA	CT18.4_protein	CT20.5_RNA	CT20.5_protein	CT22.7_RNA	CT22.7_protein	CT0.8_RNA	CT0.8_protein	CT2.9_RNA	CT2.9_protein	CT5.1_RNA	CT5.1_protein	CT7.2_RNA	CT7.2_protein	CT9.3_RNA	CT9.3_protein	CT11.5_RNA	CT11.5_protein
NCU05120.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU05123.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU05129.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU05134.7	0.8954715367323469	0.8954715367323469	1.4383711467890776	1.4383711467890776	1.848048096156426	1.848048096156426	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323467	0.8954715367323467	0.3843385246743418	0.3843385246743418	0.060307379214091905	0.060307379214091905	0.02185239926619431	0.02185239926619431	0.2806601996613487	0.2806601996613487	0.7580781044003317	0.7580781044003317
NCU05135.7	0.38433852467434215	0.02185239926619431	0.8954715367323469	0.06030737921409146	1.4383711467890776	0.38433852467434115	1.848048096156426	0.8954715367323458	2.0	1.4383711467890765	1.848048096156426	1.8480480961564254	1.4383711467890774	2.0	0.8954715367323467	1.8480480961564265	0.3843385246743418	1.4383711467890783	0.06030737921409157	0.8954715367323476	0.02185239926619431	0.3843385246743425	0.2806601996613487	0.060307379214092016
NCU05136.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU05148.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU05151.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU05153.7	1.3090169943749472	1.7660444431189772	0.7580781044003322	1.3090169943749463	0.28066019966134903	0.7580781044003313	0.02185239926619431	0.28066019966134814	0.06030737921409146	0.02185239926619431	0.38433852467434115	0.060307379214091905	0.895471536732346	0.38433852467434215	1.438371146789077	0.8954715367323469	1.8480480961564256	1.4383711467890778	2.0	1.8480480961564263	1.8480480961564263	2.0	1.438371146789078	1.8480480961564258
NCU05154.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU05157.7	0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425	
NCU05160.7	0.28066019966134903	0.28066019966134903	0.02185239926619431	0.02185239926619431	0.06030737921409146	0.06030737921409146	0.38433852467434115	0.38433852467434115	0.8954715367323458	0.8954715367323458	1.4383711467890765	1.4383711467890765	1.8480480961564256	1.8480480961564256	2.0	2.0	1.8480480961564265	1.8480480961564265	1.438371146789078	1.438371146789078	0.8954715367323476	0.8954715367323476	0.3843385246743425	0.3843385246743425
NCU05161.7	0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425	
NCU05164.7		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476
NCU05185.7	0.060307379214092016	2.0	0.38433852467434215	1.848048096156426	0.8954715367323469	1.4383711467890776	1.4383711467890776	0.8954715367323469	1.848048096156426	0.38433852467434215	2.0	0.060307379214092016	1.8480480961564258	0.02185239926619431	1.4383711467890774	0.28066019966134814	0.8954715367323467	0.7580781044003315	0.38433852467434115	1.3090169943749468	0.06030737921409157	1.7660444431189775	0.02185239926619431	1.9902680687415701
NCU05188.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU05194.7	1.4383711467890776	0.02185239926619431	1.848048096156426	0.06030737921409146	2.0	0.38433852467434115	1.848048096156426	0.8954715367323458	1.4383711467890776	1.4383711467890765	0.8954715367323469	1.8480480961564254	0.3843385246743418	2.0	0.060307379214091905	1.8480480961564265	0.02185239926619431	1.4383711467890783	0.2806601996613487	0.8954715367323476	0.7580781044003317	0.3843385246743425	1.3090169943749468	0.060307379214092016
NCU05195.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU05196.7		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476
NCU05200.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU05202.7	1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258	
NCU05206.7	0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476	
NCU05217.7		0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431
NCU05219.7		0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431
NCU05221.7	0.28066019966134903	1.9902680687415704	0.02185239926619431	1.7660444431189783	0.06030737921409146	1.3090169943749481	0.38433852467434115	0.7580781044003333	0.8954715367323458	0.2806601996613497	1.4383711467890765	0.021852399266194644	1.8480480961564256	0.06030737921409135	2.0	0.3843385246743407	1.8480480961564265	0.8954715367323454	1.438371146789078	1.4383711467890765	0.8954715367323476	1.8480480961564254	0.3843385246743425	2.0
NCU05225.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU05226.7	0.060307379214092016	0.02185239926619431	0.38433852467434215	0.06030737921409146	0.8954715367323469	0.38433852467434115	1.4383711467890776	0.8954715367323458	1.848048096156426	1.4383711467890765	2.0	1.8480480961564254	1.8480480961564258	2.0	1.4383711467890774	1.8480480961564265	0.8954715367323467	1.4383711467890783	0.38433852467434115	0.8954715367323476	0.06030737921409157	0.3843385246743425	0.02185239926619431	0.060307379214092016
NCU05228.7	0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890774		0.8954715367323467		0.3843385246743418		0.06030737921409157		0.02185239926619431		0.2806601996613487	
NCU05232.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU05234.7	0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476	
NCU05236.7	0.8954715367323469	0.8954715367323469	1.4383711467890776	1.4383711467890776	1.848048096156426	1.848048096156426	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323467	0.8954715367323467	0.3843385246743418	0.3843385246743418	0.060307379214091905	0.060307379214091905	0.02185239926619431	0.02185239926619431	0.2806601996613487	0.2806601996613487	0.7580781044003317	0.7580781044003317
NCU05245.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU05246.7	1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258	
NCU05248.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU05255.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU05257.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU05259.7	1.4383711467890776	1.4383711467890776	1.848048096156426	1.848048096156426	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.3843385246743418	0.3843385246743418	0.060307379214091905	0.060307379214091905	0.02185239926619431	0.02185239926619431	0.2806601996613487	0.2806601996613487	0.7580781044003317	0.7580781044003317	1.3090169943749468	1.3090169943749468
NCU05265.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU05270.7		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016
NCU05274.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU05276.7	1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258	
NCU05278.7	1.7660444431189772	2.0	1.3090169943749463	1.848048096156426	0.7580781044003313	1.4383711467890776	0.28066019966134814	0.8954715367323469	0.02185239926619431	0.38433852467434215	0.060307379214091905	0.060307379214092016	0.38433852467434215	0.02185239926619431	0.8954715367323469	0.28066019966134814	1.4383711467890778	0.7580781044003315	1.8480480961564263	1.3090169943749468	2.0	1.7660444431189775	1.8480480961564258	1.9902680687415701
NCU05279.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU05285.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU05287.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU05288.7	1.9902680687415704	2.0	1.7660444431189783	1.848048096156426	1.3090169943749481	1.4383711467890776	0.7580781044003333	0.8954715367323469	0.2806601996613497	0.38433852467434215	0.021852399266194644	0.060307379214092016	0.06030737921409135	0.02185239926619431	0.3843385246743407	0.28066019966134814	0.8954715367323454	0.7580781044003315	1.4383711467890765	1.3090169943749468	1.8480480961564254	1.7660444431189775	2.0	1.9902680687415701
NCU05289.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU05290.7	1.4383711467890776	0.02185239926619431	1.848048096156426	0.06030737921409146	2.0	0.38433852467434115	1.848048096156426	0.8954715367323458	1.4383711467890776	1.4383711467890765	0.8954715367323469	1.8480480961564254	0.3843385246743418	2.0	0.060307379214091905	1.8480480961564265	0.02185239926619431	1.4383711467890783	0.2806601996613487	0.8954715367323476	0.7580781044003317	0.3843385246743425	1.3090169943749468	0.060307379214092016
NCU05291.7	0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476	
NCU05292.7	0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425	
NCU05293.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU05294.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU05301.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU05302.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU05303.7	1.9902680687415704	2.0	1.7660444431189783	1.848048096156426	1.3090169943749481	1.4383711467890776	0.7580781044003333	0.8954715367323469	0.2806601996613497	0.38433852467434215	0.021852399266194644	0.060307379214092016	0.06030737921409135	0.02185239926619431	0.3843385246743407	0.28066019966134814	0.8954715367323454	0.7580781044003315	1.4383711467890765	1.3090169943749468	1.8480480961564254	1.7660444431189775	2.0	1.9902680687415701
