Gene	Phase_rna	Circadian time Acrophase_rna	Phase_protein	Circadian time Acrophase_protein
NCU04754.7			2.0	14.1333333333
NCU04755.7	22.0	11.4666666667	2.0	14.1333333333
NCU04757.7	16.0	5.06666666667		
NCU04760.7			4.0	16.2666666667
NCU04764.7			14.0	2.93333333333
NCU04765.7	18.0	7.2		
NCU04770.7			2.0	14.1333333333
NCU04774.7	16.0	5.06666666667		
NCU04775.7			14.0	2.93333333333
NCU04777.7	14.0	2.93333333333		
NCU04779.7	4.0	16.2666666667	16.0	5.06666666667
NCU04780.7	0.0	12.0		
NCU04783.7	22.0	11.4666666667		
NCU04786.7	4.0	16.2666666667	6.0	18.4
NCU04787.7	2.0	14.1333333333		
NCU04788.7	2.0	14.1333333333		
NCU04789.7	10.0	22.6666666667		
NCU04790.7	4.0	16.2666666667		
NCU04791.7	10.0	22.6666666667		
NCU04795.7	6.0	18.4		
NCU04796.7			16.0	5.06666666667
NCU04797.7	10.0	22.6666666667		
NCU04799.7	0.0	12.0	2.0	14.1333333333
NCU04800.7	10.0	22.6666666667		
NCU04801.7	10.0	22.6666666667		
NCU04802.7	10.0	22.6666666667		
NCU04803.7	16.0	5.06666666667	10.0	22.6666666667
NCU04806.7	0.0	12.0	2.0	14.1333333333
NCU04807.7			22.0	11.4666666667
NCU04814.7	12.0	0.8		
NCU04815.7	10.0	22.6666666667		
NCU04817.7			4.0	16.2666666667
NCU04818.7	14.0	2.93333333333		
NCU04823.7	12.0	0.8		
NCU04824.7	6.0	18.4		
NCU04826.7			6.0	18.4
NCU04830.7	10.0	22.6666666667		
NCU04832.7	10.0	22.6666666667	10.0	22.6666666667
NCU04834.7	6.0	18.4		
NCU04835.7	16.0	5.06666666667		
NCU04837.7	6.0	18.4		
NCU04838.7	2.0	14.1333333333		
NCU04840.7	20.0	9.33333333333		
NCU04841.7	18.0	7.2		
NCU04843.7	2.0	14.1333333333		
NCU04847.7	20.0	9.33333333333		
NCU04848.7	2.0	14.1333333333		
NCU04850.7	20.0	9.33333333333		
NCU04856.7	20.0	9.33333333333		
NCU04857.7	4.0	16.2666666667		
NCU04861.7	2.0	14.1333333333		
NCU04862.7	8.0	20.5333333333		
NCU04872.7	6.0	18.4		
NCU04880.7	22.0	11.4666666667		
NCU04898.7	18.0	7.2		
NCU04899.7			2.0	14.1333333333
NCU04903.7	2.0	14.1333333333		
NCU04904.7	6.0	18.4		
NCU04907.7	16.0	5.06666666667	20.0	9.33333333333
NCU04908.7	10.0	22.6666666667		
NCU04910.7	2.0	14.1333333333		
NCU04914.7	16.0	5.06666666667		
NCU04917.7	22.0	11.4666666667		
NCU04921.7	14.0	2.93333333333		
NCU04923.7	6.0	18.4	4.0	16.2666666667
NCU04924.7			4.0	16.2666666667
NCU04927.7	20.0	9.33333333333		
NCU04930.7	2.0	14.1333333333	22.0	11.4666666667
NCU04931.7	0.0	12.0	8.0	20.5333333333
NCU04932.7	0.0	12.0	10.0	22.6666666667
NCU04939.7	14.0	2.93333333333		
NCU04940.7	4.0	16.2666666667	4.0	16.2666666667
NCU04943.7	20.0	9.33333333333		
NCU04949.7			20.0	9.33333333333
NCU04950.7	16.0	5.06666666667		
NCU04951.7	16.0	5.06666666667		
NCU04952.7	14.0	2.93333333333		
NCU04953.7	22.0	11.4666666667		
NCU04959.7	4.0	16.2666666667		
NCU04963.7	2.0	14.1333333333	10.0	22.6666666667
NCU04986.7	14.0	2.93333333333		
NCU04987.7			10.0	22.6666666667
NCU04990.7	4.0	16.2666666667		
NCU04996.7	6.0	18.4		
NCU04997.7	18.0	7.2		
NCU05001.7	2.0	14.1333333333		
NCU05005.7	12.0	0.8		
NCU05006.7	8.0	20.5333333333		
NCU05007.7	10.0	22.6666666667	2.0	14.1333333333
NCU05008.7	14.0	2.93333333333		
NCU05009.7	20.0	9.33333333333		
NCU05018.7			18.0	7.2
NCU05019.7	6.0	18.4		
NCU05020.7	2.0	14.1333333333		
NCU05023.7	0.0	12.0		
NCU05028.7	8.0	20.5333333333		
NCU05029.7	10.0	22.6666666667		
NCU05032.7	2.0	14.1333333333		
NCU05038.7	10.0	22.6666666667		
NCU05039.7	14.0	2.93333333333		
NCU05040.7	12.0	0.8		
NCU05041.7	10.0	22.6666666667		
NCU05043.7	8.0	20.5333333333		
NCU05044.7	8.0	20.5333333333		
NCU05046.7	2.0	14.1333333333		
NCU05049.7	8.0	20.5333333333		
NCU05050.7	6.0	18.4		
NCU05060.7	22.0	11.4666666667		
NCU05062.7			2.0	14.1333333333
NCU05063.7	12.0	0.8		
NCU05064.7	8.0	20.5333333333		
NCU05066.7	10.0	22.6666666667		
NCU05068.7	4.0	16.2666666667		
NCU05069.7	10.0	22.6666666667	4.0	16.2666666667
NCU05075.7	14.0	2.93333333333	16.0	5.06666666667
NCU05076.7	12.0	0.8	2.0	14.1333333333
NCU05077.7	4.0	16.2666666667	12.0	0.8
NCU05079.7	6.0	18.4	4.0	16.2666666667
NCU05082.7	10.0	22.6666666667		
NCU05084.7	10.0	22.6666666667	6.0	18.4
NCU05089.7	4.0	16.2666666667		
NCU05099.7	10.0	22.6666666667		
NCU05107.7	18.0	7.2		
NCU05118.7	14.0	2.93333333333		
NCU05119.7	6.0	18.4	2.0	14.1333333333
NCU05120.7	4.0	16.2666666667		
NCU05123.7	22.0	11.4666666667		
NCU05129.7	10.0	22.6666666667		
NCU05134.7	6.0	18.4	6.0	18.4
NCU05135.7	8.0	20.5333333333	12.0	0.8
NCU05136.7	6.0	18.4		
NCU05141.7	12.0	0.8		
NCU05142.7	10.0	22.6666666667		
NCU05143.7	14.0	2.93333333333		
NCU05146.7	12.0	0.8		
NCU05147.7	14.0	2.93333333333		
NCU05148.7	10.0	22.6666666667		
NCU05149.7	4.0	16.2666666667		
NCU05151.7			0.0	12.0
NCU05153.7	18.0	7.2	20.0	9.33333333333
NCU05154.7			0.0	12.0
NCU05157.7	14.0	2.93333333333		
NCU05160.7	14.0	2.93333333333	14.0	2.93333333333
NCU05161.7	14.0	2.93333333333		
NCU05164.7			16.0	5.06666666667
NCU05169.7	12.0	0.8		
NCU05180.7	4.0	16.2666666667		
NCU05182.7	2.0	14.1333333333		
NCU05183.7	2.0	14.1333333333		
NCU05185.7	10.0	22.6666666667	0.0	12.0
NCU05188.7			0.0	12.0
NCU05194.7	4.0	16.2666666667	12.0	0.8
NCU05195.7	10.0	22.6666666667		
NCU05196.7			16.0	5.06666666667
NCU05198.7	10.0	22.6666666667		
NCU05200.7	4.0	16.2666666667		
NCU05202.7	20.0	9.33333333333		
NCU05203.7	12.0	0.8		
NCU05206.7	16.0	5.06666666667		
NCU05210.7	22.0	11.4666666667		
NCU05217.7			10.0	22.6666666667
NCU05218.7	2.0	14.1333333333		
NCU05219.7			10.0	22.6666666667
NCU05221.7	14.0	2.93333333333	22.0	11.4666666667
NCU05225.7	6.0	18.4		
NCU05226.7	10.0	22.6666666667	12.0	0.8
NCU05228.7	8.0	20.5333333333		
NCU05229.7	10.0	22.6666666667		
NCU05232.7	18.0	7.2		
NCU05233.7	2.0	14.1333333333		
NCU05234.7	16.0	5.06666666667		
NCU05235.7	2.0	14.1333333333		
NCU05236.7	6.0	18.4	6.0	18.4
NCU05245.7	12.0	0.8		
NCU05246.7	20.0	9.33333333333		
NCU05248.7	6.0	18.4		
NCU05255.7	12.0	0.8		
NCU05256.7	12.0	0.8		
NCU05257.7	10.0	22.6666666667		
NCU05259.7	4.0	16.2666666667	4.0	16.2666666667
NCU05263.7	6.0	18.4		
NCU05265.7	12.0	0.8		
NCU05268.7	12.0	0.8		
NCU05270.7			12.0	0.8
NCU05271.7	14.0	2.93333333333		
NCU05274.7	2.0	14.1333333333		
NCU05276.7	20.0	9.33333333333		
NCU05277.7	18.0	7.2		
NCU05278.7	20.0	9.33333333333	0.0	12.0
NCU05279.7	12.0	0.8		
NCU05284.7	22.0	11.4666666667		
NCU05285.7	18.0	7.2		
NCU05286.7	10.0	22.6666666667		
NCU05287.7	6.0	18.4		
NCU05288.7	22.0	11.4666666667	0.0	12.0
NCU05289.7	22.0	11.4666666667		
NCU05290.7	4.0	16.2666666667	12.0	0.8
NCU05291.7	16.0	5.06666666667		
NCU05292.7	14.0	2.93333333333		
NCU05293.7	0.0	12.0		
NCU05294.7	18.0	7.2		
NCU05301.7	22.0	11.4666666667		
NCU05302.7	0.0	12.0		
NCU05303.7	22.0	11.4666666667	0.0	12.0
NCU05304.7	2.0	14.1333333333	2.0	14.1333333333
NCU05306.7	10.0	22.6666666667		
NCU05308.7	0.0	12.0		
NCU05311.7	6.0	18.4		
NCU05312.7	4.0	16.2666666667		
NCU05314.7	2.0	14.1333333333		
NCU05316.7	6.0	18.4		
NCU05321.7	0.0	12.0		
NCU05338.7	6.0	18.4		
NCU05341.7	10.0	22.6666666667		
NCU05342.7			0.0	12.0
NCU05343.7	16.0	5.06666666667	0.0	12.0
NCU05345.7	14.0	2.93333333333		
NCU05347.7	8.0	20.5333333333		
NCU05349.7	2.0	14.1333333333		
NCU05360.7			18.0	7.2
NCU05364.7	2.0	14.1333333333	2.0	14.1333333333
NCU05370.7	22.0	11.4666666667		
NCU05373.7	2.0	14.1333333333		
NCU05384.7	12.0	0.8		
NCU05386.7	18.0	7.2		
NCU05387.7	12.0	0.8	2.0	14.1333333333
NCU05390.7			12.0	0.8
NCU05394.7	2.0	14.1333333333		
NCU05400.7			22.0	11.4666666667
NCU05401.7	20.0	9.33333333333		
NCU05404.7	22.0	11.4666666667		
NCU05410.7			12.0	0.8
NCU05411.7	8.0	20.5333333333		
NCU05414.7	2.0	14.1333333333		
NCU05418.7	20.0	9.33333333333		
NCU05419.7	10.0	22.6666666667	22.0	11.4666666667
NCU05420.7			14.0	2.93333333333
NCU05421.7	6.0	18.4		
NCU05426.7	12.0	0.8		
NCU05427.7	4.0	16.2666666667		
NCU05429.7	2.0	14.1333333333		
NCU05433.7	0.0	12.0		
NCU05453.7	22.0	11.4666666667	8.0	20.5333333333
NCU05454.7	10.0	22.6666666667	2.0	14.1333333333
NCU05458.7	0.0	12.0		
NCU05485.7	6.0	18.4		
NCU05490.7	14.0	2.93333333333		
NCU05491.7	8.0	20.5333333333		
NCU05492.7	10.0	22.6666666667		
NCU05493.7	4.0	16.2666666667		
NCU05495.7			22.0	11.4666666667
NCU05498.7	6.0	18.4	10.0	22.6666666667
NCU05499.7	0.0	12.0		
NCU05501.7	14.0	2.93333333333	0.0	12.0
NCU05507.7	14.0	2.93333333333		
NCU05508.7	22.0	11.4666666667		
NCU05515.7	6.0	18.4		
NCU05516.7			4.0	16.2666666667
NCU05517.7	20.0	9.33333333333		
NCU05519.7	4.0	16.2666666667		
NCU05520.7	4.0	16.2666666667		
NCU05522.7			14.0	2.93333333333
NCU05524.7	12.0	0.8	6.0	18.4
NCU05525.7	14.0	2.93333333333		
NCU05532.7	8.0	20.5333333333		
NCU05535.7	16.0	5.06666666667	22.0	11.4666666667
NCU05537.7	4.0	16.2666666667		
NCU05541.7			2.0	14.1333333333
NCU05542.7	22.0	11.4666666667	2.0	14.1333333333
NCU05545.7	12.0	0.8		
NCU05550.7	8.0	20.5333333333		
NCU05552.7	6.0	18.4	2.0	14.1333333333
NCU05553.7			12.0	0.8
NCU05554.7	6.0	18.4	16.0	5.06666666667
NCU05555.7	12.0	0.8		
NCU05557.7	14.0	2.93333333333		
NCU05558.7	6.0	18.4		
NCU05560.7	8.0	20.5333333333		
NCU05561.7	16.0	5.06666666667		
NCU05563.7	16.0	5.06666666667		
NCU05567.7	2.0	14.1333333333		
NCU05569.7	18.0	7.2		
NCU05571.7	4.0	16.2666666667		
NCU05575.7	22.0	11.4666666667		
NCU05577.7			0.0	12.0
NCU05579.7	8.0	20.5333333333		
NCU05581.7	6.0	18.4		
NCU05582.7	10.0	22.6666666667		
NCU05583.7	12.0	0.8		
NCU05588.7	0.0	12.0		
NCU05591.7	4.0	16.2666666667		
NCU05592.7	4.0	16.2666666667		
NCU05593.7	10.0	22.6666666667		
NCU05594.7	10.0	22.6666666667		
NCU05597.7	12.0	0.8		
NCU05598.7	14.0	2.93333333333		
NCU05599.7	0.0	12.0		
NCU05600.7	8.0	20.5333333333	2.0	14.1333333333
NCU05605.7			4.0	16.2666666667
NCU05606.7			0.0	12.0
NCU05620.7	4.0	16.2666666667		
NCU05623.7	20.0	9.33333333333	2.0	14.1333333333
NCU05624.7	12.0	0.8		
NCU05625.7	16.0	5.06666666667		
NCU05627.7	10.0	22.6666666667		
NCU05631.7	12.0	0.8		
NCU05632.7	0.0	12.0		
NCU05635.7			10.0	22.6666666667
NCU05638.7	20.0	9.33333333333		
NCU05642.7	4.0	16.2666666667		
NCU05647.7	12.0	0.8		
NCU05649.7	14.0	2.93333333333		
NCU05650.7	0.0	12.0		
NCU05652.7	12.0	0.8		
NCU05664.7	22.0	11.4666666667		
NCU05680.7	22.0	11.4666666667		
NCU05681.7	22.0	11.4666666667		
NCU05683.7			4.0	16.2666666667
NCU05686.7	22.0	11.4666666667		
NCU05689.7	14.0	2.93333333333		
NCU05691.7	22.0	11.4666666667		
NCU05692.7			4.0	16.2666666667
NCU05695.7	14.0	2.93333333333		
NCU05706.7			2.0	14.1333333333
NCU05714.7	8.0	20.5333333333		
NCU05716.7	12.0	0.8	18.0	7.2
NCU05717.7	0.0	12.0	10.0	22.6666666667
NCU05718.7	12.0	0.8	0.0	12.0
NCU05720.7	20.0	9.33333333333		
NCU05726.7	22.0	11.4666666667		
NCU05731.7			6.0	18.4
NCU05733.7			6.0	18.4
NCU05735.7	10.0	22.6666666667		
NCU05750.7	16.0	5.06666666667		
NCU05752.7	12.0	0.8		
NCU05754.7	6.0	18.4		
NCU05755.7	2.0	14.1333333333		
NCU05756.7	6.0	18.4		
NCU05757.7	6.0	18.4		
NCU05766.7	4.0	16.2666666667		
NCU05767.7	6.0	18.4		
NCU05771.7	10.0	22.6666666667		
NCU05772.7	22.0	11.4666666667		
NCU05775.7	4.0	16.2666666667		
NCU05776.7	18.0	7.2		
NCU05777.7	4.0	16.2666666667		
NCU05778.7	6.0	18.4	2.0	14.1333333333
NCU05780.7	14.0	2.93333333333		
NCU05781.7	22.0	11.4666666667		
NCU05782.7	4.0	16.2666666667	2.0	14.1333333333
NCU05784.7	22.0	11.4666666667		
NCU05786.7	18.0	7.2		
NCU05788.7	22.0	11.4666666667		
NCU05789.7	20.0	9.33333333333	22.0	11.4666666667
NCU05797.7			2.0	14.1333333333
NCU05798.7	0.0	12.0		
NCU05800.7			16.0	5.06666666667
NCU05802.7			18.0	7.2
NCU05803.7			0.0	12.0
NCU05804.7	0.0	12.0		
NCU05807.7	18.0	7.2	0.0	12.0
NCU05810.7	4.0	16.2666666667		
NCU05813.7			12.0	0.8
NCU05816.7	14.0	2.93333333333		
NCU05817.7	6.0	18.4		
NCU05819.7			12.0	0.8
NCU05820.7	0.0	12.0		
NCU05821.7	20.0	9.33333333333		
NCU05828.7	6.0	18.4		
NCU05829.7	18.0	7.2		
NCU05830.7	20.0	9.33333333333		
NCU05832.7	4.0	16.2666666667	6.0	18.4
NCU05833.7	4.0	16.2666666667		
NCU05834.7	2.0	14.1333333333		
NCU05835.7	4.0	16.2666666667		
NCU05836.7	6.0	18.4		
NCU05837.7	2.0	14.1333333333	18.0	7.2
NCU05838.7	12.0	0.8		
NCU05840.7	10.0	22.6666666667		
NCU05841.7	14.0	2.93333333333		
NCU05842.7	12.0	0.8		
NCU05843.7	14.0	2.93333333333		
NCU05844.7	14.0	2.93333333333	2.0	14.1333333333
NCU05848.7	16.0	5.06666666667		
NCU05850.7			0.0	12.0
NCU05851.7	16.0	5.06666666667		
NCU05852.7	14.0	2.93333333333		
NCU05853.7	12.0	0.8		
NCU05854.7	16.0	5.06666666667		
NCU05855.7	22.0	11.4666666667		
NCU05856.7	18.0	7.2		
NCU05865.7	4.0	16.2666666667	12.0	0.8
NCU05873.7	12.0	0.8		
NCU05876.7	10.0	22.6666666667		
NCU05878.7	20.0	9.33333333333		
NCU05880.7	12.0	0.8		
NCU05882.7	14.0	2.93333333333		
NCU05883.7	8.0	20.5333333333		
NCU05884.7	10.0	22.6666666667		
NCU05889.7	4.0	16.2666666667		
NCU05890.7	2.0	14.1333333333	2.0	14.1333333333
NCU05891.7	22.0	11.4666666667		
NCU05893.7	4.0	16.2666666667		
NCU05894.7	2.0	14.1333333333		
NCU05895.7	14.0	2.93333333333	16.0	5.06666666667
NCU05897.7	4.0	16.2666666667		
NCU05899.7	6.0	18.4		
NCU05901.7	4.0	16.2666666667		
NCU05902.7	14.0	2.93333333333		
NCU05919.7	8.0	20.5333333333		
NCU05921.7	6.0	18.4	16.0	5.06666666667
NCU05924.7	2.0	14.1333333333		
NCU05936.7	0.0	12.0		
NCU05937.7			22.0	11.4666666667
NCU05939.7	8.0	20.5333333333		
NCU05942.7			0.0	12.0
NCU05945.7	2.0	14.1333333333		
NCU05948.7	2.0	14.1333333333		
NCU05950.7	20.0	9.33333333333		
NCU05951.7	6.0	18.4		
NCU05953.7	12.0	0.8		
NCU05955.7	4.0	16.2666666667		
NCU05956.7	10.0	22.6666666667		
NCU05958.7	2.0	14.1333333333		
NCU05959.7			16.0	5.06666666667
NCU05965.7	12.0	0.8		
NCU05970.7	8.0	20.5333333333		
NCU05971.7			8.0	20.5333333333
NCU05972.7	18.0	7.2		
NCU05974.7	22.0	11.4666666667		
NCU05976.7	6.0	18.4		
NCU05977.7	6.0	18.4		
NCU05979.7	10.0	22.6666666667	14.0	2.93333333333
NCU05981.7	10.0	22.6666666667		
NCU05982.7	10.0	22.6666666667		
NCU05984.7	0.0	12.0		
NCU05985.7	14.0	2.93333333333	0.0	12.0
NCU05987.7	18.0	7.2		
NCU05988.7	8.0	20.5333333333	16.0	5.06666666667
NCU05991.7	0.0	12.0		
NCU05994.7	6.0	18.4	2.0	14.1333333333
NCU05996.7	22.0	11.4666666667		
NCU06001.7	4.0	16.2666666667		
NCU06003.7	22.0	11.4666666667		
NCU06005.7	10.0	22.6666666667		
NCU06006.7	0.0	12.0		
NCU06009.7	10.0	22.6666666667	0.0	12.0
NCU06010.7	16.0	5.06666666667		
NCU06013.7	10.0	22.6666666667		
NCU06017.7			2.0	14.1333333333
NCU06018.7	12.0	0.8		
NCU06020.7	16.0	5.06666666667	0.0	12.0
NCU06021.7	6.0	18.4		
NCU06023.7	4.0	16.2666666667		
NCU06027.7	14.0	2.93333333333		
NCU06029.7	16.0	5.06666666667		
NCU06031.7	4.0	16.2666666667		
NCU06034.7	4.0	16.2666666667		
NCU06035.7	6.0	18.4		
NCU06038.7	0.0	12.0		
NCU06042.7	0.0	12.0	0.0	12.0
NCU06043.7	0.0	12.0		
NCU06047.7	6.0	18.4		
NCU06048.7	2.0	14.1333333333		
NCU06052.7			22.0	11.4666666667
NCU06054.7			16.0	5.06666666667
NCU06056.7	4.0	16.2666666667		
NCU06057.7			20.0	9.33333333333
NCU06061.7	10.0	22.6666666667	0.0	12.0
NCU06062.7	16.0	5.06666666667	22.0	11.4666666667
NCU06063.7	10.0	22.6666666667		
NCU06065.7	0.0	12.0		
NCU06066.7	4.0	16.2666666667		
NCU06069.7	0.0	12.0		
NCU06071.7	10.0	22.6666666667		
NCU06075.7	22.0	11.4666666667	0.0	12.0
NCU06076.7	22.0	11.4666666667		
NCU06077.7	18.0	7.2		
NCU06080.7	14.0	2.93333333333		
NCU06081.7	12.0	0.8		
NCU06086.7	6.0	18.4		
NCU06090.7	2.0	14.1333333333		
NCU06095.7	6.0	18.4	14.0	2.93333333333
NCU06101.7	0.0	12.0	2.0	14.1333333333
NCU06103.7	2.0	14.1333333333		
NCU06104.7	2.0	14.1333333333		
NCU06106.7	10.0	22.6666666667		
NCU06107.7	6.0	18.4		
NCU06108.7	12.0	0.8	16.0	5.06666666667
NCU06109.7	10.0	22.6666666667		
NCU06110.7	6.0	18.4	18.0	7.2
NCU06111.7	12.0	0.8	0.0	12.0
NCU06112.7			12.0	0.8
NCU06118.7	0.0	12.0		
NCU06120.7	12.0	0.8	18.0	7.2
NCU06121.7	12.0	0.8		
NCU06123.7	14.0	2.93333333333	10.0	22.6666666667
NCU06125.7	10.0	22.6666666667		
NCU06128.7	16.0	5.06666666667		
NCU06130.7	22.0	11.4666666667		
NCU06131.7	10.0	22.6666666667	22.0	11.4666666667
NCU06132.7	10.0	22.6666666667	22.0	11.4666666667
NCU06137.7	10.0	22.6666666667	18.0	7.2
NCU06141.7	16.0	5.06666666667		
NCU06142.7	4.0	16.2666666667		
NCU06143.7	16.0	5.06666666667		
NCU06146.7	6.0	18.4		
NCU06150.7	16.0	5.06666666667		
NCU06152.7	0.0	12.0		
NCU06153.7	2.0	14.1333333333		
NCU06156.7	6.0	18.4		
NCU06165.7	12.0	0.8		
NCU06168.7			4.0	16.2666666667
NCU06171.7			4.0	16.2666666667
NCU06173.7	20.0	9.33333333333		
NCU06175.7			14.0	2.93333333333
NCU06177.7	10.0	22.6666666667		
NCU06179.7	18.0	7.2		
NCU06181.7	18.0	7.2		
NCU06182.7	22.0	11.4666666667		
NCU06183.7	16.0	5.06666666667		
NCU06186.7	22.0	11.4666666667		
NCU06187.7	2.0	14.1333333333	2.0	14.1333333333
NCU06189.7			2.0	14.1333333333
NCU06190.7	6.0	18.4		
NCU06191.7	20.0	9.33333333333	20.0	9.33333333333
NCU06192.7	18.0	7.2		
NCU06194.7	12.0	0.8		
NCU06198.7	0.0	12.0	14.0	2.93333333333
NCU06199.7	18.0	7.2		
NCU06200.7	14.0	2.93333333333		
NCU06201.7	12.0	0.8	2.0	14.1333333333
NCU06202.7			0.0	12.0
NCU06203.7	8.0	20.5333333333		
NCU06205.7			0.0	12.0
NCU06210.7	6.0	18.4	16.0	5.06666666667
NCU06214.7	6.0	18.4		
NCU06216.7			6.0	18.4
NCU06217.7	22.0	11.4666666667		
NCU06218.7	6.0	18.4	20.0	9.33333333333
NCU06220.7	14.0	2.93333333333	2.0	14.1333333333
NCU06226.7	6.0	18.4	16.0	5.06666666667
NCU06227.7	8.0	20.5333333333		
NCU06230.7	8.0	20.5333333333		
NCU06232.7	10.0	22.6666666667		
NCU06235.7	22.0	11.4666666667		
NCU06237.7	12.0	0.8		
NCU06239.7	14.0	2.93333333333		
NCU06240.7	10.0	22.6666666667		
NCU06242.7	6.0	18.4		
NCU06243.7			14.0	2.93333333333
NCU06244.7			4.0	16.2666666667
NCU06246.7			2.0	14.1333333333
NCU06248.7	10.0	22.6666666667		
NCU06250.7	22.0	11.4666666667		
NCU06253.7	22.0	11.4666666667		
NCU06255.7	6.0	18.4		
NCU06256.7	10.0	22.6666666667		
NCU06261.7	4.0	16.2666666667		
NCU06262.7	6.0	18.4		
NCU06264.7	12.0	0.8		
NCU06265.7	10.0	22.6666666667	4.0	16.2666666667
NCU06267.7	0.0	12.0		
NCU06268.7	2.0	14.1333333333	20.0	9.33333333333
NCU06269.7	2.0	14.1333333333		
NCU06270.7	6.0	18.4	2.0	14.1333333333
NCU06271.7	12.0	0.8		
NCU06272.7	0.0	12.0		
NCU06273.7	22.0	11.4666666667		
NCU06276.7	12.0	0.8		
NCU06279.7	4.0	16.2666666667		
NCU06283.7	16.0	5.06666666667		
NCU06290.7	10.0	22.6666666667		
NCU06296.7	4.0	16.2666666667	0.0	12.0
NCU06300.7	6.0	18.4		
NCU06301.7	10.0	22.6666666667		
NCU06302.7	10.0	22.6666666667		
NCU06303.7	10.0	22.6666666667	22.0	11.4666666667
NCU06305.7	8.0	20.5333333333		
NCU06307.7	10.0	22.6666666667		
NCU06308.7	0.0	12.0		
NCU06310.7			20.0	9.33333333333
NCU06311.7	12.0	0.8		
NCU06312.7	8.0	20.5333333333		
NCU06320.7	2.0	14.1333333333		
NCU06326.7	14.0	2.93333333333		
NCU06327.7	14.0	2.93333333333	22.0	11.4666666667
NCU06328.7	18.0	7.2		
NCU06331.7	12.0	0.8		
NCU06334.7	2.0	14.1333333333		
NCU06336.7	4.0	16.2666666667		
NCU06337.7	10.0	22.6666666667		
NCU06338.7	2.0	14.1333333333	14.0	2.93333333333
NCU06341.7	22.0	11.4666666667		
NCU06342.7	20.0	9.33333333333		
NCU06343.7	6.0	18.4		
NCU06344.7	0.0	12.0	22.0	11.4666666667
NCU06347.7	10.0	22.6666666667	2.0	14.1333333333
NCU06351.7	12.0	0.8		
NCU06354.7	0.0	12.0		
NCU06358.7	20.0	9.33333333333		
NCU06361.7			2.0	14.1333333333
NCU06362.7	0.0	12.0		
NCU06364.7	12.0	0.8		
NCU06365.7	12.0	0.8		
NCU06366.7	18.0	7.2		
NCU06368.7	20.0	9.33333333333		
NCU06369.7	14.0	2.93333333333		
NCU06373.7	18.0	7.2		
NCU06376.7	18.0	7.2		
NCU06385.7	16.0	5.06666666667		
NCU06387.7	6.0	18.4		
NCU06391.7	10.0	22.6666666667		
NCU06396.7	10.0	22.6666666667		
NCU06397.7	2.0	14.1333333333	0.0	12.0
NCU06398.7	14.0	2.93333333333		
NCU06399.7	0.0	12.0		
NCU06403.7	4.0	16.2666666667		
NCU06404.7	20.0	9.33333333333		
NCU06409.7	18.0	7.2		
NCU06410.7			8.0	20.5333333333
NCU06414.7	8.0	20.5333333333		
NCU06418.7	18.0	7.2		
NCU06419.7	22.0	11.4666666667	20.0	9.33333333333
NCU06421.7	6.0	18.4		
NCU06424.7	2.0	14.1333333333		
NCU06425.7	20.0	9.33333333333		
NCU06428.7	4.0	16.2666666667		
NCU06430.7	18.0	7.2		
NCU06431.7	6.0	18.4	10.0	22.6666666667
NCU06432.7	6.0	18.4		
NCU06433.7			12.0	0.8
NCU06437.7	22.0	11.4666666667		
NCU06439.7	4.0	16.2666666667		
NCU06440.7	20.0	9.33333333333		
NCU06441.7			12.0	0.8
NCU06443.7	22.0	11.4666666667		
NCU06447.7	12.0	0.8	14.0	2.93333333333
NCU06448.7	12.0	0.8		
NCU06450.7	20.0	9.33333333333		
NCU06451.7	4.0	16.2666666667	2.0	14.1333333333
NCU06452.7	6.0	18.4		
NCU06459.7			6.0	18.4
NCU06460.7			22.0	11.4666666667
NCU06461.7	6.0	18.4	2.0	14.1333333333
NCU06467.7	18.0	7.2		
NCU06468.7			12.0	0.8
NCU06469.7	4.0	16.2666666667	2.0	14.1333333333
NCU06471.7	14.0	2.93333333333		
NCU06472.7	6.0	18.4		
NCU06473.7	22.0	11.4666666667		
NCU06478.7	0.0	12.0		
NCU06481.7	4.0	16.2666666667		
NCU06482.7	4.0	16.2666666667	12.0	0.8
NCU06485.7	0.0	12.0		
NCU06488.7			22.0	11.4666666667
NCU06489.7	22.0	11.4666666667		
NCU06493.7	22.0	11.4666666667	6.0	18.4
NCU06496.7	16.0	5.06666666667		
NCU06497.7	12.0	0.8	16.0	5.06666666667
NCU06498.7	14.0	2.93333333333		
NCU06506.7	10.0	22.6666666667	2.0	14.1333333333
NCU06509.7	12.0	0.8		
NCU06512.7	0.0	12.0	2.0	14.1333333333
NCU06514.7	0.0	12.0		
NCU06520.7	2.0	14.1333333333		
NCU06523.7	4.0	16.2666666667		
NCU06530.7	16.0	5.06666666667		
NCU06532.7			2.0	14.1333333333
NCU06534.7			18.0	7.2
NCU06536.7	4.0	16.2666666667	14.0	2.93333333333
NCU06537.7	14.0	2.93333333333		
NCU06541.7			14.0	2.93333333333
NCU06542.7	6.0	18.4	2.0	14.1333333333
NCU06544.7	22.0	11.4666666667	20.0	9.33333333333
NCU06546.7	10.0	22.6666666667		
NCU06550.7	10.0	22.6666666667	2.0	14.1333333333
NCU06554.7			2.0	14.1333333333
NCU06556.7	6.0	18.4		
NCU06558.7			2.0	14.1333333333
NCU06561.7	22.0	11.4666666667		
NCU06569.7	12.0	0.8		
NCU06575.7	14.0	2.93333333333		
NCU06576.7	12.0	0.8		
